text,label
 Drinking alcohol kills the coronavirus.,Fake
" Seven children died from coronavirus within one week in Karimganj (Assam, India).",Fake
 Data shows a massive release of sulfur dioxide gas near Wuhan.,Fake
 Popping bubble wrap exposes people to coronavirus.,Fake
 Chinese are converting to Islam to avoid the coronavirus.,Fake
 A video shows a crow attack and a jumbo mosquito in China during the coronavirus plague.,Fake
 Taking a hot bath is an effective remedy against COVID-19.,Fake
" Exactly every 100 years, a viral epidemic breaks out.",Fake
 This bottle of disinfectant gel proves that the coronavirus existed before 2019.,Fake
 Swarms of crows attack the streets of Wuhan.,Fake
 The Egyptian Minister of Health announced a cure for coronavirus that is extracted from dates.,Fake
 Africans are more resistant to COVID-19.,Fake
 The coronavirus outbreak in Georgia is caused by the EU-Georgia Association Agreement.,Fake
 The novel coronavirus only survives in cold weather and hot ginger tea or salabat can cure COVID-19.,Fake
" The video of a flock of crows was shot in Wuhan, China.",Fake
 Cloud and rain from Wuhan brought the virus to Taiwan.,Fake
 SO2 map proves the massive human cremation in Wuhan.,Fake
 A video claims to show an Eid prayer in China in December 2019.,Fake
 Video shows quarantined people in a building in Shanghai.,Fake
 Thailand cures COVID-19 with anti-HIV drugs.,Fake
 Australian couple quarantined onboard Diamond Princess cruise reveal wine drone delivery story.,Fake
 There is a COVID-19 case in east Indian state.,Fake
 There is a COVID-19 case in Ethiopia.,Fake
 Cuban medicine cures COVID-19.,Fake
 Bus driver in China vomits blood after becoming unconscious behind the wheel.,Fake
" A video shows a massive explosion in Wuhan, China, to control the spread of coronavirus.",Fake
 Latest research by Chinese scientists said coronavirus will render most male patients infertile.,Fake
" Consuming magnesium chloride, sodium bicarbonate, ginger and lemon juice prevents coronavirus infection.",Fake
 This burned building is a place of coronavirus patient isolation.,Fake
 An “official” mask to combat the novel coronavirus was released.,Fake
 Black skin is resistant to coronavirus.,Fake
 Philippine President Rodrigo Duterte orders state hospital to accept COVID-19 patients from Wuhan.,Fake
" Upon approval from Supreme People’s Court, China will kill 20,000 patients with novel coronavirus.",Fake
" China has announced the sucess of Egyptian serum form Dr. Hala, Ealth Miniter of Egypt, against coronavirus",Fake
 China declares nuclear war on America.,Fake
 High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.”,Fake
" Someone from Bosnia and Herzegovina was captured on the Diamond Princess cruiser in quarantine. After testing negative for coronavirus, he returned to BiH.",Fake
 Drinking much hot water can prevent COVID-19.,Fake
 Nan-shan Zhong said there is no vegetarian getting COVID-19.,Fake
" The map is “based on traces of Wuhan citizens,” between the outbreak of the new coronavirus and the blockade of Wuhan.",Fake
" A large amount of sulfur dioxide was observed in Wuhan because up to 14,000 bodies were incinerated.",Fake
 Two videos say that in Ibagué there are cases of COVID-19 and that the Colombian government is covering it up.,Fake
 New confirmed cases of COVID-19 in Kolkatta reported by Press Trust of India.,Fake
 A video claims to show Chinese Muslims performing a communal Friday prayer in a mosque despite the novel coronavirus pandemic.,Fake
 The windy diagram of sulfur dioxide emission level over Wuhan indicated massive corpses burning there.,Fake
 Coronavirus was created in a lab in Wuhan.,Fake
 Chicken infected from coronavirus found In Bangalore.,Fake
 A video shows crows are flocking to Wuhan.,Fake
 A map shows hundreds of thousands of Wuhan residents (or even 5 million of them) traveling out of the city before the lockdown.,Fake
 A video shows a Chinese epidemiologist saying there are millions of people infected.,Fake
 People in Wuhan are locked inside their houses trying to escape a building fire.,Fake
 The WHO declared COVID-19 is the abbreviation for China Outbreak Virus in December 2019.,Fake
 A video shows police killing COVID-19 affected people in China.,Fake
 Sulfur dioxide pollution in Wuhan reveals that China is burning bodies of victims.,Fake
 A residential building was set on fire in Wuhan to control spread of coronavirus.,Fake
 High-rise buildings have become human incinerators to combat the spread of the coronavirus.,Fake
 This photo is a “chinese tapa”¨from a bat.,Fake
 China orders citizens to abandon/kill their pets as they can transmit coronavirus.,Fake
 Video of police killing COVID-19 affected people in China.,Fake
 Ginger can cure and protect you from COVID-19.,Fake
" This is a person with coronavirus in Calella, Barcelona (2/13/20).",Fake
 COVID-19 was caused by 5G antennas.,Fake
 Boiled ginger can cure COVID-19,Fake
 A video claims to show a plane carrying medical supplies to China.,Fake
 COVID-19 means “China Outbreak Virus.”,Fake
 Satellite images show increase in SO2 emissions around Wuhan.,Fake
 A video shows a family killed by the coronavirus amid China’s multi-city lockdown.,Fake
 Weed kills the coronavirus.,Fake
 There is a Cuban drug used in China against the coronavirus.,Fake
" The Chinese news website Tencent filters that there are more than 24,000 deaths from coronavirus.",Fake
 Claims of cannibalism in China: People are cutting a baby in order to eat it.,Fake
" Chinese government requests the Supreme People’s Court for permission to kill 20,000 coronavirus patients to stop the spread of the disease",Fake
 Bats responsible for the outbreak of coronavirus originated from the rooftop of a house in Wuhan.,Fake
 Satellite images showing high levels of sulphur dioxide above China are possible evidence of mass cremations of people who have died from coronavirus.,Fake
 A video clip shows the killing of people infected with COVID-19.,Fake
 Epidemics spread in the 20th year every 100 years.,Fake
 Using cocaine kills the coronavirus,Fake
 Drinking water and keeping your throat moist can prevent the novel coronavirus from attaching to your throat.,Fake
 This video shows crows in the Chinese city of Xining.,Fake
 Chinese elderly couple infected with coronavirus says goodbye while they are in a hospital.,Fake
 Germans quarantined in La Gomera by the coronavirus leave home isolation without permission.,Fake
 Hand sanitizer form 2010 is labeled against COVID-19.,Fake
" The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",Fake
 China scientist Ms. Shih generated coronavirus.,Fake
" Hold your breath for 10 seconds; if you are able to do this, you are not infected with COVID-19.",Fake
 Miles Kwok: China military admitted that coronavirus is made by China. It is a human-made bio-weapon.,Fake
 COVID-19 is officially found in bats.,Fake
 Philippines has issued an order mandating a compulsory quarantine for all travelers returning from 23 countries.,Fake
 USPS stops accepting items for China and Hong Kong,Fake
 Black people are more resistant to COVID-19.,Fake
 The Pinol brand of disinfectant is the solution to the coronavirus.,Fake
" In Japan, Okinawa Prefecture Governor Tamaki Denny was seen Kachashi dancing with the mayor of Nanjo City. It was reported that “the governor and the mayor danced while the people were terrified about the new coronavirus infection.”",Fake
" In a voice note, a pilot greets from the airport of San José del Guaviare and says that he is in quarantine along with other people, between 18 and 22. They arrived in that city by plane and were diagnosed with the coronavirus.",Fake
 Police publicly kill a coronavirus-infected woman in China.,Fake
" The coronavirus epidemic will disappear in April thanks to the heat, as President Donald Trump said.",Fake
 The new coronavirus arrives in Colombia.,Fake
" Coronavirus cases reported in Rome, Georgia.",Fake
 Vitamin C and Omega prevent the new coronavirus.,Fake
 “THE CHINESE HAVE BEGUN TO USE THEIR HUMAN CORPSE TO PROCESS INTO PRODUCTS SUCH AS CORNED BEEF TO SHIP TO AFRICA. Please share with your contacts. Very important”,Fake
" China is seeking court’s approval to kill 20,000 people positive with coronavirus",Fake
 Putting an onion in your room can help prevent COVID-19.,Fake
 The coronavirus antivirus was discovered by Israeli and Chinese doctors.,Fake
 Photos show a Chinese man eating “human baby soup” have circulated on social networking platforms. He is seen sitting at a table with a stillborn baby served in front of him.,Fake
 Silver Solution used on strains of coronavirus “totally eliminates it. Kills it. Deactivates it.”,Fake
 The Sudanese minister did put on a mask while meeting the Chinese ambassador.,Fake
 This is how to test your lung for COVID-19 self-check.,Fake
 China killed COVID-19 patients because it couldn’t find a cure.,Fake
 “Breaking: UK prepares for full lockdown after hundreds of new cases — Wuhan super virus updates.”,Fake
 A Chinese pirate movie called “Coronavirus” is sold in Mexico City.,Fake
 Overseas Chinese bought flights to ship medical supplies from Melbourne to South China.,Fake
" In the Chinese city of Shandong, no one gets COVID-19 because it’s full of garlic.",Fake
 Thailand is successfully curing coronavirus patients with marijuana.,Fake
 COVID-19 is more deadly than Ebola or HIV.,Fake
" The Chinese supreme court OK’d euthanasia for 20,000 people.",Fake
" There are two COVID-19 cases in Libreville, Gongo.",Fake
" Videos state that 25,000 Chinese are being killed.",Fake
" Raúl Rodolfo Abhuz Khan, a biochemical engineer from Karmalah laboratories, created the coronavirus.",Fake
" China seeks approval from the court to kill over 20,000 coronavirus patients.",Fake
 People in Wuhan are locked inside their houses by the Chinese government.,Fake
 People are lying on the ground in China because they contracted the coronavirus.,Fake
 Cats and dogs can be infected and can contaminate humans with COVID-19.,Fake
 Russian doctor taught: washing the nostrils with soap can prevent COVID-19.,Fake
" Chinese Government requests court permission to kill 20,000 coronavirus patients.",Fake
 Video shows coronavirus patients and doctors.,Fake
" Coronavirus-infected chicken has been found in Bengaluru, India.",Fake
 20 million Chinese convert to Islam after coronavirus.,Fake
 Koreans who were on the cruise ship Diamond Princess cannot be brought back.,Fake
 Pets can contaminate humans.,Fake
 A person with coronavirus is in Andorra on 2/10/20.,Fake
 Bill Gates predicted coronavirus.,Fake
" In 2012, a Facebook user predicted coronavirus from China.",Fake
" India scientists found that the HIV gene is embedded in COVID-19, China’s bio-weapon.",Fake
" In Singapore, Hong Kong people ran into the supermarket in a panic to buy toilet paper.",Fake
" An apartment in Wuhan went on fire after the owner over-sprayed ethanol. He turned on the heat, causing an explosion.",Fake
 Garlic water can cure novel coronavirus.,Fake
 COVID-19 was stolen from Canada by Chinese spies and accidentally released in Wuhan.,Fake
 Hong Kong police are misappropriating face masks for personal use.,Fake
 This photo shows a new coronavirus case in New South Wales.,Fake
 Green chiratta can prevent COVID-19.,Fake
" China officially said the new coronavirus had “confirmed aerosol infection” and that “in short, airborne infections” were spread.",Fake
 Satellite images show high levels of sulphur dioxide above China are possible evidence of mass cremations of people who have died from coronavirus.,Fake
 Ecuadorean doctor saves lifes during the Wuhan crisis.,Fake
 Special prayer is organized by the Muslim community in China to save people from coronavirus.,Fake
 There is a case of coronavirus in Andorra.,Fake
" A child from China has coronavirus in Galicia, Spain.",Fake
 Can cannabis cure coronavirus?,Fake
 Chinese citizens join Muslim prayers because of a fear of coronavirus.,Fake
 The people in this video show coronavirus patients in China.,Fake
 A woman infected with the coronavirus was killed by Chinese police.,Fake
 Coronavirus is found in broiler chicken.,Fake
 Novel coronavirus came to South Korea through a yellow sandstorm.,Fake
 Crackdown on drunken driving stopped due to risk of COVID-19 transmission,Fake
 An Ecuadorian doctor saves lives during the Wuhan crisis.,Fake
 There is a case of coronavirus in Caserta.,Fake
" China sought Supreme Court approval to euthanise 20,000 coronavirus patients.",Fake
 Coronavirus is caused by snakes.,Fake
 A coronavirus-infected girl was admitted to Badulla Hospital in Sri Lanka.,Fake
 Ginger ale is an effective cure for the 2019 novel coronavirus.,Fake
 The Department of Health (DOH) and the Bureau of Immigration (BI) “issued a lookout bulletin” for the “arrest and detention” of a Chinese man who “escaped the quarantine area” of the Ninoy Aquino International Airport (NAIA).,Fake
 The new coronavirus “causes sudden death syndrome.”,Fake
 Dettol cleaners can kill the coronavirus.,Fake
" In a photo of Pakistani Prime Minister Imran Khan and Chinese President Xi Jinping, Imran Khan is wearing a mask.",Fake
 Lysol disinfectant label says it’s tested against the new coronavirus.,Fake
 A video shows people screaming in Wuhan because they feared the coronavirus.,Fake
 Kazakhstanis burned and smashed Chinese restaurants and homes because of the spread of coronavirus in the country.,Fake
 Coronavirus has been found in broiler chicken.,Fake
 Autopsy reveals a Wuhan doctor was murdered in his sickbed.,Fake
 A video says weed kills coronavirus.,Fake
 China killed pigs over fear of coronavirus.,Fake
 There is a patent for the new coronavirus.,Fake
 Government of the Philippines gave out free masks on the streets.,Fake
" The WHO announced that among many medicines, the best coronavirus killer is nicotine.",Fake
" If you have a runny nose or cough, you don’t have COVID-19.",Fake
 A video shows the Vietnam government giving out free face masks on the streets.,Fake
 China is planning to kill coronavirus patients.,Fake
 Sanitizer manufacturer Dettol knew about the new coronavirus before it was reported.,Fake
 Cannibalism in China has caused the outbreak of a new strain of the coronavirus. A Chinese man is preparing a dead baby for consumption.,Fake
 Thai department of health published an infographic on how to properly wear face masks.,Fake
 This video shows workmen uncovering a bat-infested roof in the US state of Florida in 2011.,Fake
 A video shows COVID-19 patients in China.,Fake
 The Asterix comic books and The Simpsons predicted the coronavirus outbreak.,Fake
 Tencent revealed the real number of deaths.,Fake
" The coronavirus has already existed, even in domestic animals, and there is a vaccine to fight it.",Fake
 Taking chlorine dioxide helps fight coronavirus.,Fake
" China seeks court approval to kill over 20,000 coronavirus patients to stop the spread of the outbreak.",Fake
 Chinese President Xi Jinping visited a mosque amid the coronavirus outbreak and asked the people of the Muslim community to pray about present crisis.,Fake
 A doctor said coronavirus can be alive in temperatures of 25-26C. Drinking hot water can help prevent it.,Fake
 Chinese president visits a mosque and says prayers about the coronavirus outbreak.,Fake
 A photo shows the Biohazard Container Discovery at the American Consulate General in Wuhan.,Fake
 Weed (cannabis) cures coronavirus.,Fake
" China has sought to kill 20,000 coronavirus patients to control the spread of the virus.",Fake
" Chinese court gave permission to kill 20,000 patients infected with coronavirus.",Fake
" Professor Wong Kin-Chung offers tips to delay the progress of COVID-19: Rinse mouth with cold salty water; drink water and red wine; take Vitamin C; eat chicken soup, shiitake mushrooms, astragalus, codonopsis and ginseng.",Fake
" Tencent claims that over 24,000 patients have died in China.",Fake
 20 million Chinese people convert to Islam after learning that COVID-19 doesn’t affect muslims.,Fake
 Ultimo (Italian singer) has coronavirus.,Fake
 Woman eats bat soup contaminated with coronavirus in China.,Fake
 People infected with coronavirus die in the street while doctors travel through the infection zone.,Fake
" Share this post on Facebook, and get free face masks.",Fake
 WHO calls for isolation of China due to the coronavirus.,Fake
 Video shows an infected baby with a doctor.,Fake
 Coronavirus discovered In broiler chicken.,Fake
 Chinese Premier Li Keqiang had dinner in Wuhan during the epidemic.,Fake
 The Dettol disinfectant label says COVID-19 was tested.,Fake
 Research shows that parts of the HIV genetic code have been inserted into the new coronavirus.,Fake
 Xi Jinping visits a mosque for coronavirus.,Fake
" China asks for permission to kill 20,000 infected cases.",Fake
 Coronavirus has not “hit” Ghana.,Fake
 President Xi Jinping visits Masjid to pray for coronavirus victims.,Fake
 Video shows people behaving abnormally in China due to coronavirus.,Fake
" Video shows bats found under the tiles of many roofs in Hubei, China, that were the source of coronavirus.",Fake
 Coronavirus was created in a laboratory in Wuhan.,Fake
 Vitamin C stops or slows novel coronavirus.,Fake
 China is seeking court’s approval to kill all who tested positive with coronavirus.,Fake
 The label on Dettol disinfectant spray claims it is proven to “kill coronavirus;” the company knew about the new strain since 2019.,Fake
 A Bulgarian doctor claims that alcohol helps cure or prevent the new coronavirus.,Fake
 You can’t transmit the virus to other people if you don’t feel its symptoms.,Fake
 China seeks approval from the court to kill over 20 000 coronavirus patients.,Fake
 Coronavirus found in broiler chicken,Fake
 The health insurance fee in South Korea will increase because of the treatment cost for Chinese patients.,Fake
 Several posts say that coronavirus deaths are linked to 5G technology.,Fake
 The new coronavirus can be cured with a bowl of garlic water.,Fake
" The novel coronavirus contains “pShuttle-SN” sequence, proving laboratory origin.",Fake
 Label on disinfectant says the new coronavirus strain is not new.,Fake
" When the first group of Japanese evacuated from Wuhan to Tokyo, each evacuee took one ambulance.",Fake
 Chinese kill their pets due to epidemic anxiety.,Fake
 Boiled garlic water can protect from COVID-19.,Fake
 Tinospora crispa plants can treat COVID-19.,Fake
" There is a case of COVID-19 in Alberta, Canada, on 2/5/20.",Fake
" A case of the novel coronavirus was registered in a hospital in Maranhão, Brazil.",Fake
 This is a market in China where bats and snakes were served as food.,Fake
 Doctors confirm the novel coronavirus may arrive in Brazil through AliExpress packages.,Fake
 A study is linked to coronavirus.,Fake
 “Coronavirus epidemic in Poland.”,Fake
 Coronavirus has infected broiler chicken.,Fake
 Dettol sanitizer can kill tthe coronavirus. The company knew about the coronavirus back in 2019.,Fake
 The novel coronavirus can be cured by one bowl of freshly boiled garlic.,Fake
 Videos show pigs being buried in China due to the coronavirus outbreak.,Fake
 Children under 8 are immune to the novel coronavirus.,Fake
 Health Canada has advised that keeping the throat moist by drinking water can prevent infection.,Fake
 Coronavirus is caused by bat soup.,Fake
 Farts were recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid the coronavirus outbreak.,Fake
 Rinsing your mouth with salted water will prevent coronavirus infection.,Fake
" First case of coronavirus in San Vicente del Raspeig (Alicante, Spain).",Fake
 Spain’s Health Secretary advises against selling products from China.,Fake
 “The Simpsons” predicted the new coronavirus outbreak.,Fake
" Confirmed cases of coronavirus have been found in Shaheen Bagh, Delhi.",Fake
 Cow urine cures coronavirus.,Fake
" 1. Chinese Prime Minister Li Keqiang visited a mosque and seek protection to the country from coronavirus. 
2. Chinese president Xi Jinping visited a mosque in China after realizing the fact that only Allah can save China from this epidemic.",Fake
 Chinese prime minister visits a mosque following the coronavirus outbreak.,Fake
 A photo shows people in China fainting on the street after they were infected with the coronavirus,Fake
" There are 40,000 Chinese foreign workers in Morowali quarantined with coronavirus.",Fake
" Weed, slang for the cannabis plant, can “kill coronavirus.”",Fake
 Macedonian citizens are afraid to order from AliExpress because of coronavirus.,Fake
 The Chinese president visits a mosque to ask Muslims to pray to fight the coronavirus.,Fake
 People from Wuhan can share a laundry room although they are in quarantine.,Fake
" When transporting patients, people who wear only a facial mask violate safety measures.",Fake
 Drinking boiled garlic water cures novel coronavirus.,Fake
 There is a person with coronavirus in Galicia on 2/4/20.,Fake
 There is a person with coronavirus in Huelva on 2/4/20.,Fake
 Dr. Zhong Nanshan said saline solution can kill the virus.,Fake
 A doctor faints during surgery on a coronavirus patient.,Fake
 A doctor named Leslie Chow discovered the coronavirus and died after contact with coronavirus patients.,Fake
" According to the Chinese CDC, tea can reduce the risk of contracting coronavirus.",Fake
 Study indicates that black tea and Pu’er tea can prevent coronavirus,Fake
 A coronavirus victim was secretly cremated.,Fake
 Alibaba Group founder Jack Ma gave US$5 million to a Filipino student who developed a vaccine for novel coronavirus.,Fake
" A video shows domesticated and exotic animals being sold in a wet market in Wuhan, China.",Fake
" Japan has sent a 1,000-man medical team to Wuhan.",Fake
 This image is related to the coronavirus outbreak.,Fake
 Sri Lanka has eradicated coronavirus.,Fake
 A photo shows a Japanese medical professional providing aid in Wuhan.,Fake
 300.000 people are infected with the new coronavirus in China.,Fake
 COVID-19 comes from rhino horns.,Fake
 Face masks can be steamed for reuse.,Fake
 The Chinese prime minister visited a mosque to gain protection for coronavirus.,Fake
 Dettol sanitizer kills coronavirus and the company knew about the existence of the virus before the outbreak in China.,Fake
 Broiler chickens were found to have coronavirus in Mumbai.,Fake
 Pigs mulled in China are blamed for coronavirus.,Fake
" “Kochi Prefectural Assembly, who returned from Wuhan, refused the test while it was infected with coronavirus.”",Fake
 Video shows pigs buried alive.,Fake
 A Postobon tank in Colombia was infected with coronavirus and all sodas were contaminated.,Fake
 A Sri Lankan girl finds a cure for coronavirus.,Fake
 Prime Minister of China visited a mosque and realized the only protection from coronavirus is to bow before Allah.,Fake
 There is a confirmed case of coronavirus in the Macarthur Region of Australia.,Fake
 Video shows a family that died from novel coronavirus.,Fake
 Video of Chinese Prime Minister Li Keqiang visiting a mosque and offering prayers seeking protection to the country from coronavirus.,Fake
 Video from China shows people fleeing from coronavirus quarantine.,Fake
" A case of novel coronavirus has occurred in Huelva, Spain.",Fake
" A neighbor of Noia (region of Galicia, Spain) has been infected with the coronavirus.",Fake
 Coronavirus is not new; there is a vaccine for dogs.,Fake
 Photos show coronavirus is found in broiler chicken.,Fake
" Video shows bat infestation under a tiled roof, the source of coronavirus in Hubei, China.",Fake
 We made a Q&A of what we know about the videos of people fainting in the middle of the street.,Real
 “It is not safe to receive a letter or a package from China.”,Fake
 Coronavirus can be transmitted through sweat from Chinese canned food factory workers.,Fake
 A photo shows infected people in China.,Fake
 Chickens cause coronavirus.,Fake
 The novel coronavirus “will not spread” in the Philippines due to the country’s high temperature and relatively high humidity.,Fake
" Israeli spy Dany Shoham claims the new coronavirus is linked to the Chinese secret program for the production of biological weapons at the Institute of Virology in Wuhan, the epicenter of the infection.",Fake
" Coronavirus has killed 112,000 people and infected 2,800,000 in China.",Fake
" Video shows bats found under the tiles of many roofs in Hubei, China. They were the source of the coronavirus.",Fake
 Dettol sanitizer can kill coronavirus. The company knew about the coronavirus in 2019.,Fake
 Three photos show coronavirus hospitals In China.,Fake
 South Korean presidential Blue House forbids the term “Wuhan pneumonia.”,Fake
 Drinking water will prevent coronavirus.,Fake
 A video shows a doctor fainting in the operating room after being infected with the new coronavirus.,Fake
" The coronavirus is in Cecina, a city in Tuscany, Italy.",Fake
" The coronavirus is in Arezzo, a city in Tuscany, Italy.",Fake
 27 patients with coronavirus are in a Rome hospital.,Fake
 A photo shows the novel coronavirus.,Fake
 The new coronavirus is as dangerous as the plague and cholera.,Fake
 Scientists “are shocked to discover that weed kills coronavirus.”,Fake
 “The coronavirus was engineered by scientists in a lab.”,Fake
 Coronavirus contains “HIV insertions.”,Fake
 The Wuhan coronavirus was leaked from the Wuhan P4 lab.,Fake
 A video shows the Wuhan market.,Fake
 A photo shows a Japanese professor who says Taiwan doesn’t need to join the WHO.,Fake
" In a video, the Chinese prime minister offers namaz (prayer) during the coronavirus scare.",Fake
 There is an herbal cure for COVID-19.,Fake
" A photo shows people who died from the virus in Frankfurt, Germany.",Fake
" A video shows bats, the main source of the coronavirus, on many roofs in Hubei district.",Fake
 The common flu kills 60 times more people than the coronavirus every year.,Fake
 3 preliminary studies that went viral are incorrect.,Fake
 A viral image suggests that cocaine kills coronavirus.,Fake
" Two Italian scientists, named Concetta y Francesca, were the first to isolate the new coronavirus in Europe",Fake
 There are cases of the news coronavirus in Maturín city.,Fake
 A viral video is depicting the condition in which animals are being stored in the Wuhan market.,Fake
" Chlorine dioxide kits sold online under various “MMS” names — Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution — will cure the coronavirus.",Fake
 The new coronavirus contains HIV “insertions” and shows signs of being created in a lab.,Fake
 The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,Fake
 A video shows pigs buried in China because of the coronavirus.,Fake
" A video shows a bat-infested roof in Hubei, China, claiming to be the source of the new coronavirus.",Fake
 A video shows a new hospital for coronavirus patients in China.,Fake
 Chinese politician Xi Jinping has said that Chinese scientists found a cure for the coronavirus in cow urine.,Fake
 A photo shows coronavirus victims in China.,Fake
 The Korean Government took every facial mask from factories and sent them to China.,Fake
 Bill Gates helped fund a patent for coronavirus.,Fake
 Scientists from Australia create the first vaccine for novel coronavirus,Fake
 Garlic soup can cure the coronavirus.,Fake
" More than 35 million people in China are now on a travel lockdown. More than 2700 have been sickened, and 81 have died.
Nothing happens without Allah’s permission and He is aware of all things.",Fake
 Dettol can kill the new coronavirus.,Fake
 Garlic water can cure the new coronavirus.,Fake
 “You’re more likely to die of influenza right now” than the 2019 coronavirus.,Real
 Pigs are being burned alive in China to control the coronavirus.,Fake
 The religious beliefs of some Macedonian citizens are being used to create panic and misinformation about the new coronavirus by citing Russian texts portraying it as the beginning of a worldwide catastrophe.,Fake
 “The Simpsons” has predicted the coronavirus since 1993.,Fake
 A post says that WHO has advised against unprotected sex with animals to prevent a coronavirus infection.,Fake
" The San Marcos 2020 National Fair in Aguascalientes, Mexico, was canceled by the new coronavirus.",Fake
 Italy is the first European Union country to isolate the coronavirus.,Fake
" “When using a medical mask, you’re supposed to wear the white side out when you’re not sick.”",Fake
 The coronavirus arrived in Bosnia and Herzegovina.,Fake
" The coronavirus outbreak is the start of a depopulation program, based on links established by the Bill and Melinda Gates Foundation.",Fake
" The white side of a surgical mask should be worn on the outside, with the colored side on the inside.",Fake
 A photo shows coronavirus victims lying on the ground.,Fake
" An image shows Leslie Chow, a doctor who died in China fighting the coronavirus.",Fake
" QQ instant messaging announced the real death toll is 25,000.",Fake
" In the bottle of a specific Dettol product there is a mention on the coronavirus from October of 2019, which means that the company knew about the outbreak before it occurred.",Fake
" A photo caption reads: “The person in this image came with the Chinese lady who tested positive for coronavirus, fled to avoid medical tests and is reportedly hidden in the Delgoda (Sri Lanka) area.”",Fake
 Scientists claim the Wuhan coronavirus is an HIV-1 engineered “super weapon.”,Fake
 A photo of people lying in the street is accompanied by a caption implying they are coronavirus victims in China.,Fake
 A photo shows a man travelling alone on a plane to China.,Fake
" The WHO confirmed 50 new cases in Guayaquil, Ecuador, on 2/2/20.",Fake
 The new coronavirus is artificial. The virus affects predominantly the “Mongoloid race”.,Fake
 The coronavirus is “a military bio-weapon developed by China’s Army.”,Fake
 The novel coronavirus is not a new virus.,Fake
 The coronavirus can be transmitted through free Fire Game and Xiaomi mobile phones.,Fake
 A coronavirus case was confirmed in the Istanbul Medical School Hospital.,Fake
 The Gates Foundation was the real agent behind the pandemic.,Fake
 A video shows a doctor falling down because of the coronavirus.,Fake
 A U.S. soldier stationed in Lithuania is the first confirmed case of coronavirus in the country.,Fake
 Boiled ginger can cure the novel coronavirus.,Fake
" “How to prevent the coronavirus: Drink fennel tea twice a day. Fennel tea has the same component as Tamiflu medicine, used to treat H1N1”.",Fake
" Garlic water prevents the novel coronavirus, according to a Chinese doctor.",Fake
 The Taiwanese flag is printed on masks to prevent the Chinese from buying them.,Fake
 “Scientists found similar sequences in the coronavirus as in HIV.”,Fake
 Biohazard containers found at US consulate in Wuhan,Fake
" Charles Lieber, a Harvard University professor who was arrested, had a connection to the new coronavirus.",Fake
 A photo shows dead people on the streets of China.,Fake
 Facts about coronavirus outbreak.,Real
" A video caption said: “Doctor affected by the virus in a hospital in Wuhan, China.”",Fake
 A photo shows the newly built hospital in Wuhan.,Fake
" There are 5 coronavirus Suspect Patients in Indonesia, one of whom died.",Fake
" A photo shows a medical team of 1,000 sent by Japan to Wuhan.",Fake
 The coronavirus responsible for COVID-19 is a mix of SARS and HIV.,Fake
 The homeopathic drug Arsenicum Album 30 can prevent coronavirus.,Fake
 The Canadian Department of Health issues an emergency notification asking people to drink warm water.,Fake
 China builds a hospital for coronavirus patients in 48 hours.,Fake
 An institute funded by Bill Gates will contribute to 65 million deaths in the coronavirus outbreak.,Fake
 There is a link between the COVID-19 and irregular migration.,Fake
 A team of medical trainees from JKUAT (a university in Kenya) have developed and tested a vaccine successfully.,Fake
 The coronavirus isn’t new because “Lysol has it listed as one of the viruses it kills.”,Fake
" Environmental enzymes can prevent COVID-19. Use them to wash vegetables, wash your mouth, nostrils and hands.",Fake
 Dr. Kuo Yen-Jen of Taiwan suggested smearing sesame oil into the nostril can prevent flu and COVID-19.,Fake
" People who have ACE2, especially those with hypertension, are easily infected with COVID-19.",Fake
 Coronavirus was discovered by Ali Mohamed Zaki in 2012.,Fake
 A video indicates one case of the coronavirus infects another 14 people.,Fake
 The “proper” way to wear a surgical mask is blue side out if you are sick and white side out if you do not want to be infected by the virus.,Fake
 Coronavirus outbreak attributed to an advisory from India’s Health Ministry.,Fake
 Punjab authorities have advised citizens not to eat goat meat for 60 days.,Fake
 Singapore closed a subway station after a case of COVID-19.,Fake
 Chinese spies stole the coronavirus from a Canadian lab.,Fake
 A photo shows a new hospital in Wuhan.,Fake
 Fennel tea can cure the coronavirus.,Fake
 A photo shows corpses strewn about in China due to the coronavirus.,Fake
 The coronavirus is a “virus weapon” as lethal as Ebola. Everyone who is infected dies.,Fake
 A video showing where “the coronavirus began” was made in Wuhan.,Fake
" Coronavirus “arrived” in Cúcuta, Colombia.",Fake
 Coronavirus is unknown and kills in seconds.,Fake
 A bowl of garlic cures “Wuhan’s coronavirus.”,Fake
 A dry throat make you more vulnerable to be infected by coronavirus.,Fake
" The coronavirus 2019-nCoV was patented in the past and is human-made, a project in which the Bill and Melinda Gates foundation is involved.",Fake
" Photos show part of Huoshenshan Hospital in Wuhan, built in five days.",Fake
" A video of an Indonesian traditional market is being used to depict Wuhan, China.",Fake
 The coronavirus is enabled by 5G technology.,Fake
" franceinfo hosted a chat with a scientist in order to answer questions about the coronavirus, including fake news",Real
" Scientists and experts answer questions and rumors about the coronavirus (bat soup, Wuhan P4 Laboratory, patented virus, people collapsing, etc).",Fake
